date,code,rate,amount
2022-07-29,sh.600062,0.8306772908366534,37580758423.3700
2022-07-29,sh.600063,0.9864864864864864,8887544895.3500
2022-07-29,sh.600064,0.600363306085377,2159163300.3100
2022-07-29,sh.600066,0.9078341013824885,5613094171.8300
2022-07-29,sh.600067,1.0138504155124655,1756620314.2400
2022-07-29,sh.600070,0.9098639455782312,701501821.4800
2022-07-29,sh.600071,1.1913461538461538,9088952643.9500
2022-07-29,sh.600072,1.052545155993432,3545145444.2300
2022-07-29,sh.600073,0.9357682619647354,2195016229.5700
2022-07-29,sh.600075,0.9765258215962442,1708560561.2200
2022-07-29,sh.600076,0.966565349544073,432291784.6700
2022-07-29,sh.600077,0.9139784946236559,2504033778.3800
2022-07-29,sh.600078,1.3543516873889876,5154936588.7200
2022-07-29,sh.600079,1.0913043478260869,19337264471.9600
2022-07-29,sh.600080,1.0446194225721785,626405953.0800
2022-07-29,sh.600081,1.0468998410174881,1938152279.5200
2022-07-29,sh.600082,0.9911242603550297,975090580.3100
2022-07-29,sh.600083,1.0103626943005182,269914853.8000
2022-07-29,sh.600084,1.0411184210526316,963757658.1600
2022-07-29,sh.600085,0.8936574249905053,9548636209.0200
2022-07-29,sh.600088,0.976897689768977,541045605.7000
2022-07-29,sh.600089,0.9050724637681159,67022705907.5000
2022-07-29,sh.600094,0.8937329700272479,860070009.0500
2022-07-29,sh.600095,0.9081500646830529,1598105768.7700
2022-07-29,sh.600096,0.825,61029643843.3500
2022-07-29,sh.600097,0.9694811800610376,598380231.0500
2022-07-29,sh.600098,0.9233226837060704,4535579489.0100
2022-07-29,sh.600099,1.030127462340672,752958509.4200
2022-07-29,sh.600100,1.0022421524663676,1935636002.7200
2022-07-29,sh.600101,1.208743169398907,13302822924.0300
2022-07-29,sh.600103,1.028,1209143792.5700
2022-07-29,sh.600104,0.9095505617977528,15398589515.4200
2022-07-29,sh.600105,1.0606060606060606,1849349476.3500
2022-07-29,sh.600106,1.0892018779342723,2030185857.3900
2022-07-29,sh.600107,1.0552845528455284,1016686044.6200
2022-07-29,sh.600108,0.9772079772079774,1866470499.6900
2022-07-29,sh.600109,0.9422863485016648,3532620063.4400
2022-07-29,sh.600110,0.9462272333044233,17608809421.5200
2022-07-29,sh.600111,0.8927453769559033,47437620932.0100
2022-07-29,sh.600112,1.3079710144927537,888935756.1100
2022-07-29,sh.600113,0.9705882352941175,1024970438.6900
2022-07-29,sh.600114,1.2446675031367629,2699397150.6200
2022-07-29,sh.600115,0.9057301293900185,2820110413.4000
2022-07-29,sh.600116,1.1380000000000001,5924726987.5100
2022-07-29,sh.600117,1.0511363636363638,532671110.4300
2022-07-29,sh.600118,1.1098955743411238,5459123217.3100
2022-07-29,sh.600119,0.9799691833590138,331410164.4700
2022-07-29,sh.600120,0.9925187032418953,2533463718.7900
2022-07-29,sh.600121,0.9064625850340137,5776408184.1900
2022-07-29,sh.600122,1.0362694300518136,587919941.7200
2022-07-29,sh.600123,0.8965087281795512,13966942232.3100
2022-07-29,sh.600125,0.9757009345794393,2346052462.4700
2022-07-29,sh.600126,0.9452054794520548,1539866626.8600
2022-07-29,sh.600127,0.9087912087912088,3552993194.4500
2022-07-29,sh.600128,1.0472813238770684,1289334071.7400
2022-07-29,sh.600129,1.2102143182854537,5764184494.6700
2022-07-29,sh.600130,1.0443864229765012,2491765841.4300
2022-07-29,sh.600131,1.2457312546399406,8221819542.4600
2022-07-29,sh.600132,0.8417808219178082,9072530103.7100
2022-07-29,sh.600133,1.0354131534569984,2569668869.8500
2022-07-29,sh.600135,1.0536649214659688,901013361.1400
2022-07-29,sh.600136,1.1088082901554406,984965881.7700
2022-07-29,sh.600137,1.0048409405255878,544848117.3100
2022-07-29,sh.600138,0.868,5232932072.7100
2022-07-29,sh.600139,1.733644859813084,1503447766.9500
2022-07-29,sh.600141,0.8480291638186375,28852724001.6000
2022-07-29,sh.600143,1.0610526315789475,7380625824.2500
2022-07-29,sh.600148,0.9696774193548386,480478521.1800
2022-07-29,sh.600149,1.0348837209302326,2646710529.2300
2022-07-29,sh.600150,1.2310526315789474,27554055395.6300
2022-07-29,sh.600151,0.9615728328865059,2755867725.6100
2022-07-29,sh.600152,1.49009900990099,5552356749.7100
2022-07-29,sh.600153,0.8526955201214883,7059523234.3700
2022-07-29,sh.600155,0.9491725768321512,2126217038.9800
2022-07-29,sh.600156,0.9855371900826446,1062274382.3500
2022-07-29,sh.600157,1.09375,18392090516.7600
2022-07-29,sh.600158,0.9866666666666667,1691206627.0500
2022-07-29,sh.600159,0.9539473684210525,717782705.2200
2022-07-29,sh.600160,1.3138297872340425,14119728320.7900
2022-07-29,sh.600161,0.822633744855967,3476077289.6500
2022-07-29,sh.600162,0.9252336448598131,776283649.5800
2022-07-29,sh.600163,0.8666666666666666,6454207137.9700
2022-07-29,sh.600165,0.9872047244094487,1707885296.8500
2022-07-29,sh.600166,1.0070921985815602,11333913060.0300
2022-07-29,sh.600167,0.9789473684210527,780269255.1700
2022-07-29,sh.600168,1.0407523510971786,1893615591.5500
2022-07-29,sh.600169,1.2154471544715448,6843601362.2600
2022-07-29,sh.600170,0.9669966996699672,2026875469.2700
2022-07-29,sh.600171,0.8727642276422763,17444402627.5700
2022-07-29,sh.600172,1.106904231625835,11138774491.6000
2022-07-29,sh.600173,0.9356521739130435,610709031.0600
2022-07-29,sh.600176,0.8591954022988506,12379302808.5700
2022-07-29,sh.600177,0.9819277108433735,1726511271.0900
2022-07-29,sh.600178,1.0602240896358543,1268319209.0900
2022-07-29,sh.600179,1.1204188481675394,1315314907.5700
2022-07-29,sh.600180,0.9088607594936708,1701616211.5600
2022-07-29,sh.600182,1.1301730624529722,428518485.8200
2022-07-29,sh.600183,0.934156378600823,3613422377.7100
2022-07-29,sh.600184,0.9907142857142857,2608297876.8700
2022-07-29,sh.600185,0.9522292993630573,3156943244.6400
2022-07-29,sh.600186,0.9622641509433962,720068305.2200
2022-07-29,sh.600187,0.8705501618122977,6896909468.0600
2022-07-29,sh.600188,0.9394871794871795,15034731465.0600
2022-07-29,sh.600189,1.135135135135135,2196291537.4300
2022-07-29,sh.600190,1.0031446540880502,1307550153.1100
2022-07-29,sh.600191,1.1057692307692308,332341333.1800
2022-07-29,sh.600192,1.1919385796545106,6276906576.1700
2022-07-29,sh.600193,1.0988593155893538,850790885.7400
2022-07-29,sh.600195,0.9225753871230644,2195488168.0600
2022-07-29,sh.600196,0.9956906327965523,47200462414.5500
2022-07-29,sh.600197,0.9352037408149633,6469363804.9200
2022-07-29,sh.600198,0.9631268436578171,1048517985.2200
2022-07-29,sh.600199,0.8927689594356261,9942621845.2700
2022-07-29,sh.600200,1.059639389736477,6261684613.8900
2022-07-29,sh.600201,0.9119565217391306,3689320577.5600
2022-07-29,sh.600202,1.0780952380952382,1703359753.3600
2022-07-29,sh.600203,0.9543010752688171,1758530316.8700
2022-07-29,sh.600206,0.8322216521292971,7585562418.7000
2022-07-29,sh.600207,1.0903614457831325,2199248018.0900
2022-07-29,sh.600208,0.9601449275362319,2262157608.6400
2022-07-29,sh.600210,0.9341692789968652,4429920635.8000
2022-07-29,sh.600211,0.9235993208828523,1758700919.5200
2022-07-29,sh.600212,1.139655172413793,2975605565.1300
2022-07-29,sh.600213,0.8388312912346844,3849959132.0200
2022-07-29,sh.600215,1.0493218249075216,2411764122.6700
2022-07-29,sh.600216,1.0394448502556612,5327887297.4800
2022-07-29,sh.600217,1.0204498977505114,1193407585.8000
2022-07-29,sh.600218,1.1338825952626157,5448539410.9400
2022-07-29,sh.600219,0.9562841530054644,7350875656.1700
2022-07-29,sh.600220,1.1070234113712374,4489343110.9200
2022-07-29,sh.600221,0.8670886075949368,2328683299.6700
2022-07-29,sh.600222,0.9408783783783784,669190352.6800
2022-07-29,sh.600223,0.9134615384615384,3769186755.9200
2022-07-29,sh.600225,1.0869565217391304,717724974.8200
2022-07-29,sh.600226,1.170616113744076,922287890.9500
2022-07-29,sh.600227,0.9649681528662419,411212438.9900
2022-07-29,sh.600228,1.0093603744149766,369181000.7000
2022-07-29,sh.600229,0.9923547400611621,202277578.3300
2022-07-29,sh.600230,0.8327777777777778,2660091634.0700
2022-07-29,sh.600231,0.9618320610687022,934730971.1700
2022-07-29,sh.600232,1.1443478260869566,1107360338.2600
2022-07-29,sh.600233,0.9465948064674179,6979956283.8000
2022-07-29,sh.600234,1.0321507760532151,327380833.2200
2022-07-29,sh.600235,1.0358422939068102,688298363.3600
2022-07-29,sh.600236,1.022875816993464,2913921661.9300
2022-07-29,sh.600237,0.9515527950310558,5364564387.3700
2022-07-29,sh.600238,0.9884309472161966,5367755220.0000
2022-07-29,sh.600239,1.0,228715420.3500
2022-07-29,sh.600241,0.9848484848484849,216005176.5200
2022-07-29,sh.600242,1.0411764705882354,313824518.6700
2022-07-29,sh.600243,1.1121495327102802,2049092035.3800
2022-07-29,sh.600246,1.107103825136612,3296205437.4900
2022-07-29,sh.600248,0.911439114391144,2633984625.8000
2022-07-29,sh.600249,1.0135922330097087,779308221.8200
2022-07-29,sh.600250,0.9452554744525546,841008982.0000
2022-07-29,sh.600251,1.0674157303370788,8789658394.5300
2022-07-29,sh.600252,0.9659863945578231,1477477276.8500
2022-07-29,sh.600255,1.1825396825396826,7456162535.7500
2022-07-29,sh.600256,0.9391304347826088,23561886224.8100
2022-07-29,sh.600257,0.9837837837837838,2023177062.7900
2022-07-29,sh.600258,0.8672749896308586,6874750392.6900
2022-07-29,sh.600259,0.945940594059406,12885725952.6900
2022-07-29,sh.600260,0.9249999999999999,2035927425.6900
2022-07-29,sh.600261,1.0532544378698225,437309683.9100
2022-07-29,sh.600262,1.0066632496155816,467192845.0500
2022-07-29,sh.600265,1.174305033809166,150122812.6900
2022-07-29,sh.600266,1.002487562189055,1180310005.5500
2022-07-29,sh.600267,0.9309006211180124,3570024088.7100
2022-07-29,sh.600268,1.1715909090909091,5561579193.7800
2022-07-29,sh.600269,0.9971264367816093,2409200912.0100
2022-07-29,sh.600271,0.9789762340036564,1373753820.7800
2022-07-29,sh.600272,1.0159362549800797,3304658257.0900
2022-07-29,sh.600273,0.9314442413162706,4465502730.7900
2022-07-29,sh.600276,0.9514693987597734,48619167546.5900
2022-07-29,sh.600277,0.9880239520958085,5953297473.7600
2022-07-29,sh.600278,0.9906914893617023,913624630.3300
2022-07-29,sh.600279,1.0246305418719213,543898586.2200
2022-07-29,sh.600280,0.9715447154471545,355915472.2600
2022-07-29,sh.600281,1.049800796812749,475026550.3800
2022-07-29,sh.600282,0.9682539682539683,1743063158.9400
2022-07-29,sh.600283,0.9121887287024901,3620653278.7700
2022-07-29,sh.600284,0.9353970390309556,2585380967.3500
2022-07-29,sh.600285,0.9385474860335196,2004599917.6200
2022-07-29,sh.600287,1.0704225352112677,612817747.2500
2022-07-29,sh.600288,1.0783505154639175,1674086126.3400
2022-07-29,sh.600289,0.9712460063897764,67760551.4600
2022-07-29,sh.600290,1.126126126126126,483262202.6500
2022-07-29,sh.600292,1.0384615384615385,1379125120.9000
2022-07-29,sh.600293,1.0437158469945353,3322265762.5300
2022-07-29,sh.600295,1.0189944134078213,4312518903.7900
2022-07-29,sh.600297,1.0384615384615385,5246268714.4100
2022-07-29,sh.600298,0.9104141041410413,6733754926.5900
2022-07-29,sh.600299,0.9633401221995928,1163337742.3100
2022-07-29,sh.600300,0.9217877094972067,1065413859.6500
2022-07-29,sh.600301,0.8579310344827585,1004638282.8300
2022-07-29,sh.600302,1.1119999999999999,418915153.1400
2022-07-29,sh.600303,0.9942196531791907,916126230.4800
2022-07-29,sh.600305,0.8756841282251759,2749037401.0100
2022-07-29,sh.600306,1.1451483560545308,115833106.9400
2022-07-29,sh.600307,0.9585492227979275,1465381273.6700
2022-07-29,sh.600308,1.0087108013937283,920422574.0800
2022-07-29,sh.600309,0.8584615384615385,20047995358.5000
2022-07-29,sh.600310,1.0174927113702623,6151935895.4000
2022-07-29,sh.600311,1.210144927536232,372645907.8100
2022-07-29,sh.600312,1.0806045340050376,5318263184.4100
2022-07-29,sh.600313,0.8891666666666667,16637178390.6500
2022-07-29,sh.600315,0.8276023391812866,5139642423.4800
2022-07-29,sh.600316,0.9430948419301165,7955679666.6800
2022-07-29,sh.600318,0.9464524765729586,3200879052.1300
2022-07-29,sh.600319,1.1245614035087719,1068183803.4900
2022-07-29,sh.600320,1.0741839762611276,1416267139.8500
2022-07-29,sh.600321,1.028846153846154,1580259865.6500
2022-07-29,sh.600322,1.0049019607843137,933226416.2600
2022-07-29,sh.600323,1.024390243902439,1748605892.0100
2022-07-29,sh.600325,0.9987146529562981,5850904455.3000
2022-07-29,sh.600326,0.9419795221843003,760791594.2500
2022-07-29,sh.600327,0.9644268774703558,639320983.4000
2022-07-29,sh.600328,0.8686911890504705,8973413939.0300
2022-07-29,sh.600329,0.8989858012170386,1374879277.0300
2022-07-29,sh.600330,1.1846543001686343,14138209318.8100
2022-07-29,sh.600331,1.0090361445783134,3450327542.8600
2022-07-29,sh.600332,0.9149206349206349,3813145099.1800
2022-07-29,sh.600333,1.0975609756097562,873466790.7900
2022-07-29,sh.600335,1.131,11235339333.3600
2022-07-29,sh.600336,1.0161764705882352,4191482850.6000
2022-07-29,sh.600337,0.9738562091503268,437583186.7600
2022-07-29,sh.600338,1.010559662090813,22239600467.4300
2022-07-29,sh.600339,0.9930555555555556,1172659339.0700
2022-07-29,sh.600340,0.9216300940438872,3046461012.1500
2022-07-29,sh.600343,1.1199625117150889,7673959193.9400
2022-07-29,sh.600345,1.0762331838565022,580665631.7100
2022-07-29,sh.600346,0.9073741007194245,7746614228.9200
2022-07-29,sh.600348,1.3566878980891721,38302376175.4800
2022-07-29,sh.600350,0.9961977186311788,1579916061.3800
2022-07-29,sh.600351,0.9343283582089552,1887307877.9400
2022-07-29,sh.600352,0.9725490196078432,3718199183.8100
2022-07-29,sh.600353,1.2491309385863265,3085035981.3100
2022-07-29,sh.600354,0.8896952104499275,2482746006.4600
2022-07-29,sh.600355,1.2032258064516128,2820630152.5000
2022-07-29,sh.600356,1.0247093023255813,273619056.1000
2022-07-29,sh.600358,0.8174273858921162,1685799843.9000
2022-07-29,sh.600359,0.9755244755244754,1721068947.0400
2022-07-29,sh.600360,0.9438058748403575,3412200224.1200
2022-07-29,sh.600361,1.115873015873016,1473800017.3100
2022-07-29,sh.600362,0.9482564679415072,4931980671.9900
2022-07-29,sh.600363,1.2809439002671414,11426360757.9400
2022-07-29,sh.600365,0.925,384882778.8600
2022-07-29,sh.600366,1.1412609736632084,9398571926.9900
2022-07-29,sh.600367,1.163919413919414,16469313580.2900
2022-07-29,sh.600368,1.0391644908616189,1570423507.1700
2022-07-29,sh.600369,0.9622166246851385,1180286948.5100
2022-07-29,sh.600370,0.8857142857142858,1614766149.3700
2022-07-29,sh.600371,0.9723880597014924,2059755931.9200
2022-07-29,sh.600372,1.002606882168926,7695547426.6100
2022-07-29,sh.600373,0.931,1465350279.7300
2022-07-29,sh.600375,0.9214208826695373,2034409420.2000
2022-07-29,sh.600376,0.902834008097166,1391491140.1300
2022-07-29,sh.600377,0.9485380116959062,768090783.2200
2022-07-29,sh.600378,1.1389901093180634,2108481265.5300
2022-07-29,sh.600379,1.178743961352657,3161936600.2300
2022-07-29,sh.600380,0.8960194963444353,3995624256.6800
2022-07-29,sh.600381,0.9555555555555555,4911999276.4700
2022-07-29,sh.600382,1.0508849557522124,421850983.0300
2022-07-29,sh.600383,0.8806306306306306,14356591671.4800
2022-07-29,sh.600386,1.0637254901960784,1326348686.4500
2022-07-29,sh.600387,0.98125,431357400.2600
2022-07-29,sh.600388,0.9315910837817063,3010507698.5800
2022-07-29,sh.600389,0.9432728461664215,6136412980.4900
2022-07-29,sh.600390,0.9877300613496933,1454794521.3600
2022-07-29,sh.600391,1.0462577962577964,4366664316.6400
2022-07-29,sh.600392,0.9181415929203539,17916434077.5400
2022-07-29,sh.600393,1.0062111801242235,1890125944.9800
2022-07-29,sh.600395,0.9646924829157176,4005175384.6100
2022-07-29,sh.600396,0.9465408805031446,3204462244.4200
2022-07-29,sh.600397,0.966966966966967,1563895743.3800
2022-07-29,sh.600398,0.9517819706498952,1384697617.9500
2022-07-29,sh.600399,1.0156337241764377,10792862812.5800
2022-07-29,sh.600400,0.9649122807017544,5866975600.1500
2022-07-29,sh.600403,0.9980769230769231,2815953795.7500
2022-07-29,sh.600405,1.1181364392678868,6005189881.5500
2022-07-29,sh.600406,1.0807407407407408,20710383676.3000
2022-07-29,sh.600408,0.9325513196480939,810386771.3500
2022-07-29,sh.600409,0.8288834951456311,4021889763.0900
2022-07-29,sh.600410,0.9521367521367522,1487195366.2800
2022-07-29,sh.600415,0.9446428571428572,5390785699.8900
2022-07-29,sh.600416,1.246284501061571,8566608476.5200
2022-07-29,sh.600418,1.1537537537537539,63943518076.1000
2022-07-29,sh.600419,0.925205684367988,1768807895.5000
2022-07-29,sh.600420,0.9472616632860041,2016116928.1100
2022-07-29,sh.600421,0.9582560296846012,205381742.3100
2022-07-29,sh.600422,0.9491386382280559,2755825698.3800
2022-07-29,sh.600423,1.0238726790450927,373552712.3100
2022-07-29,sh.600425,1.0960591133004927,3535152816.9200
2022-07-29,sh.600426,0.9841379310344828,12305620397.0600
2022-07-29,sh.600428,1.0606694560669456,4025137441.0400
2022-07-29,sh.600429,0.9099616858237548,475900733.9800
2022-07-29,sh.600433,1.0767195767195767,1375478210.4700
2022-07-29,sh.600435,1.0775462962962963,4874986014.7800
2022-07-29,sh.600436,0.8289742942841926,15942376769.9000
2022-07-29,sh.600438,0.8968333333333334,101147222897.3900
2022-07-29,sh.600439,1.021897810218978,648862939.4800
2022-07-29,sh.600444,1.0501497005988023,966176631.3700
2022-07-29,sh.600446,0.9306358381502889,1709422800.1000
2022-07-29,sh.600448,0.9732620320855615,3243230209.1700
2022-07-29,sh.600449,0.9802955665024631,813246925.2400
2022-07-29,sh.600452,1.0803418803418805,4763992726.0900
2022-07-29,sh.600455,1.0874288670460426,393036548.1400
2022-07-29,sh.600456,0.9488309047780413,12280856626.7300
2022-07-29,sh.600458,1.177914110429448,7790564302.1600
2022-07-29,sh.600459,0.9592959295929594,2706315920.9300
2022-07-29,sh.600460,0.8013870159892121,25740939181.2100
2022-07-29,sh.600461,0.9138991389913897,858377659.2600
2022-07-29,sh.600462,1.0045454545454544,224311833.9100
2022-07-29,sh.600463,1.1093294460641399,577597414.7100
2022-07-29,sh.600466,0.8975903614457832,3565334302.4600
2022-07-29,sh.600467,0.9426523297491038,1688785771.5800
2022-07-29,sh.600468,1.0615384615384615,826727757.4300
2022-07-29,sh.600469,1.1227364185110664,1383655126.5900
2022-07-29,sh.600470,1.022972972972973,6727971127.5500
2022-07-29,sh.600475,1.0942928039702233,1066748627.3400
2022-07-29,sh.600476,1.0157030692362599,1016654464.6300
2022-07-29,sh.600477,1.300429184549356,16475848699.6500
2022-07-29,sh.600478,1.0556227327690448,13080831981.3300
2022-07-29,sh.600479,0.9638055842812824,965874455.1400
2022-07-29,sh.600480,1.0957207207207207,2267311537.1900
2022-07-29,sh.600481,1.013317892298784,17504704696.1900
2022-07-29,sh.600482,1.038779402415766,1416330317.9300
2022-07-29,sh.600483,0.8386638237384506,5282984817.4500
2022-07-29,sh.600486,0.8628451380552221,5789232504.0500
2022-07-29,sh.600487,1.080110497237569,23922072687.9700
2022-07-29,sh.600488,1.0162412993039445,448246999.5600
2022-07-29,sh.600489,0.9823609226594301,2933882466.4700
2022-07-29,sh.600490,0.9768041237113403,5186805067.8700
2022-07-29,sh.600491,1.1007299270072994,5894640988.6800
2022-07-29,sh.600493,1.016245487364621,733476741.7700
2022-07-29,sh.600495,1.0503778337531486,1715057206.0200
2022-07-29,sh.600496,1.0065075921908893,3625645559.5800
2022-07-29,sh.600497,1.0482625482625483,12643793057.2400
2022-07-29,sh.600498,0.9958620689655172,1882263536.0500
2022-07-29,sh.600499,0.9800097513408094,20030646701.0000
2022-07-29,sh.600500,0.9774436090225563,2080661752.8500
2022-07-29,sh.600501,1.109251101321586,1954947984.7200
2022-07-29,sh.600502,0.8446601941747572,17131683827.2500
2022-07-29,sh.600503,0.9904761904761905,1356132507.2800
2022-07-29,sh.600505,1.167481662591687,2771885242.4500
2022-07-29,sh.600506,0.9414715719063544,1487121059.7900
2022-07-29,sh.600507,0.9585714285714285,2039341797.2900
2022-07-29,sh.600508,0.9239864864864864,10097685011.5400
2022-07-29,sh.600509,1.0984251968503937,3164795863.6200
2022-07-29,sh.600510,0.8852272727272726,2363193499.6600
2022-07-29,sh.600511,0.9772218073188947,3597573094.6700
2022-07-29,sh.600512,0.9260450160771704,2048276246.4300
2022-07-29,sh.600513,0.9030131826741997,1917612337.0800
2022-07-29,sh.600515,0.9376854599406528,1448268797.2400
2022-07-29,sh.600516,0.9364238410596027,7243744416.4100
2022-07-29,sh.600517,1.0975143403441683,8075637688.6100
2022-07-29,sh.600518,0.9205020920502093,2994962684.9100
2022-07-29,sh.600519,0.9238150851581509,97839883328.0900
2022-07-29,sh.600520,1.1547212741751993,2874295832.5600
2022-07-29,sh.600521,0.8995152049360952,6747581974.2000
2022-07-29,sh.600522,0.9943795936013835,38927130718.7800
2022-07-29,sh.600523,1.140686061658706,4307877582.9400
2022-07-29,sh.600525,1.1560693641618496,2741424714.2000
2022-07-29,sh.600526,1.0385288966725044,973064807.6100
2022-07-29,sh.600527,1.0273972602739727,792563624.5800
2022-07-29,sh.600528,1.0620347394540943,3537752707.0400
2022-07-29,sh.600529,0.9377459749552773,5415656872.8700
2022-07-29,sh.600530,0.9874055415617128,623785601.3500
2022-07-29,sh.600531,1.0189753320683113,1153179259.4700
2022-07-29,sh.600532,1.518253400143164,2404862033.7900
2022-07-29,sh.600533,0.9467787114845938,1258919730.3400
2022-07-29,sh.600535,0.9648622981956316,2130963763.8900
2022-07-29,sh.600536,0.9000000000000001,10630849919.9700
2022-07-29,sh.600537,1.1761133603238865,4823972695.0000
2022-07-29,sh.600538,0.9862745098039217,1111819791.5400
2022-07-29,sh.600539,1.006201550387597,359832041.6600
2022-07-29,sh.600540,0.9737373737373738,809631668.1300
2022-07-29,sh.600543,0.9354838709677419,492701182.0900
2022-07-29,sh.600545,1.0102827763496145,1817082621.6300
2022-07-29,sh.600546,0.7772536687631028,25091759375.1400
2022-07-29,sh.600547,0.9886486486486487,7304886177.8700
2022-07-29,sh.600548,0.9129979035639415,893189391.1200
2022-07-29,sh.600549,1.2447940768162886,14512724384.8000
2022-07-29,sh.600550,1.0914076782449726,5519483884.5500
2022-07-29,sh.600551,0.9991228070175439,1134889355.2600
2022-07-29,sh.600552,0.9363957597173145,3731303227.8000
2022-07-29,sh.600556,0.9559902200488998,2881857725.7800
2022-07-29,sh.600557,0.952638700947226,3087825535.8300
2022-07-29,sh.600558,1.0626865671641792,843334793.3900
2022-07-29,sh.600559,0.9169904627340163,12471134405.5300
2022-07-29,sh.600560,1.066355140186916,1813487950.2100
2022-07-29,sh.600561,1.0238532110091743,1421827495.0600
2022-07-29,sh.600562,1.0798657718120805,2720648795.7400
2022-07-29,sh.600563,1.0388938625285984,7817823394.1200
2022-07-29,sh.600565,0.9310344827586208,1065977451.9900
2022-07-29,sh.600566,0.8888073394495413,5129093549.3200
2022-07-29,sh.600567,1.0,1762147924.3000
2022-07-29,sh.600568,1.186335403726708,598189125.4600
2022-07-29,sh.600569,0.9049429657794676,860242606.7700
2022-07-29,sh.600570,0.97162471395881,11252536242.7600
2022-07-29,sh.600571,0.8992416034669556,1154422202.7400
2022-07-29,sh.600572,0.9639639639639639,2018307077.4700
2022-07-29,sh.600573,0.8865384615384616,1272064261.1100
2022-07-29,sh.600575,1.0256410256410258,1461656879.9900
2022-07-29,sh.600576,0.8807017543859648,775122919.3800
2022-07-29,sh.600577,1.1563636363636365,11435363667.6700
2022-07-29,sh.600578,1.1019108280254777,2762506284.7800
2022-07-29,sh.600579,1.0533333333333335,1211359307.8300
2022-07-29,sh.600580,1.0243732590529249,9108238553.0500
2022-07-29,sh.600581,0.8446428571428573,2950571190.6100
2022-07-29,sh.600582,1.0545073375262055,3144479330.4100
2022-07-29,sh.600583,1.016867469879518,1015624602.5000
2022-07-29,sh.600584,0.9330373658897521,13756124148.2400
2022-07-29,sh.600585,0.9175607001693957,14420555299.9200
2022-07-29,sh.600586,1.0781456953642385,2624940679.6300
2022-07-29,sh.600587,0.9420716740304369,1992414684.2800
2022-07-29,sh.600588,0.9551076500229044,13858464030.3300
2022-07-29,sh.600589,1.0180995475113122,361149306.2300
2022-07-29,sh.600590,1.0675883256528418,1903950639.1800
2022-07-29,sh.600592,1.1088607594936708,773786063.8000
2022-07-29,sh.600593,0.9373385012919896,900615306.3200
2022-07-29,sh.600594,0.9732620320855614,1327550477.3300
2022-07-29,sh.600595,1.0075,724466155.6100
2022-07-29,sh.600596,0.8644444444444445,22781118826.1800
2022-07-29,sh.600597,0.9511811023622048,3679316958.9800
2022-07-29,sh.600598,0.9416107382550335,3931647867.1500
2022-07-29,sh.600599,0.9893048128342247,107675873.9000
2022-07-29,sh.600600,0.9528922422131941,10869694462.4100
