date,code,open,close,amount
2022-07-29,sh.603219,19.8900,18.8800,1482086801.6000
2022-07-29,sh.603220,12.4900,12.0100,672392538.2400
2022-07-29,sh.603221,8.0100,8.2300,366522989.8000
2022-07-29,sh.603222,11.0200,10.4100,2202307719.9200
2022-07-29,sh.603223,22.2500,24.5000,1131770962.0700
2022-07-29,sh.603225,11.4100,9.9800,1641084146.6700
2022-07-29,sh.603226,5.0400,5.1200,202157669.4700
2022-07-29,sh.603227,9.1100,10.2200,7126301724.8200
2022-07-29,sh.603228,23.2400,22.2800,2133505660.2100
2022-07-29,sh.603229,37.5000,31.4900,18078559990.4500
2022-07-29,sh.603230,12.5800,11.9200,572804412.9700
2022-07-29,sh.603232,11.5500,11.0500,621195190.2900
2022-07-29,sh.603233,31.5600,32.2200,2792152779.2300
2022-07-29,sh.603235,44.2600,35.5400,3478773600.8400
2022-07-29,sh.603236,133.0000,156.9000,7070473914.5800
2022-07-29,sh.603238,10.6200,10.6300,235922195.4200
2022-07-29,sh.603239,15.5700,17.6300,3253395207.7700
2022-07-29,sh.603256,7.3800,6.9900,558004282.7700
2022-07-29,sh.603258,20.2800,19.9300,621975428.6900
2022-07-29,sh.603259,103.9900,93.4000,63900788150.0400
2022-07-29,sh.603260,116.9900,98.1700,20370782871.9700
2022-07-29,sh.603261,48.3900,46.7600,2976401461.9900
2022-07-29,sh.603266,15.0100,15.8900,2105221244.7000
2022-07-29,sh.603267,134.4800,119.0000,4886306628.9000
2022-07-29,sh.603268,19.4700,18.8100,220542581.4900
2022-07-29,sh.603269,11.8300,13.2600,733847268.3700
2022-07-29,sh.603272,21.8800,20.1000,897513542.5200
2022-07-29,sh.603277,21.1600,20.1300,560872110.3100
2022-07-29,sh.603278,8.4700,8.4200,246777257.5300
2022-07-29,sh.603279,31.1600,33.2000,1603061180.7300
2022-07-29,sh.603283,21.3100,29.3000,5336802158.3500
2022-07-29,sh.603286,16.4900,20.4600,1188677369.5300
2022-07-29,sh.603288,90.4500,82.6700,10630540219.6100
2022-07-29,sh.603289,9.0400,12.1000,2883340669.0900
2022-07-29,sh.603290,384.5600,389.4100,20915524400.8300
2022-07-29,sh.603297,111.7300,118.3800,3992039055.6900
2022-07-29,sh.603298,15.4900,14.9100,814403771.5200
2022-07-29,sh.603299,12.3900,13.2000,8910981045.4300
2022-07-29,sh.603300,7.9700,8.2900,4430731493.4900
2022-07-29,sh.603301,42.5100,39.7000,1457432073.3100
2022-07-29,sh.603303,15.5500,15.1500,441414702.2100
2022-07-29,sh.603305,30.0100,43.2900,8017934783.0000
2022-07-29,sh.603306,33.9800,32.0800,2692086913.6700
2022-07-29,sh.603308,16.2800,17.7700,2123222746.1000
2022-07-29,sh.603309,15.8500,15.7000,1539632301.2300
2022-07-29,sh.603311,13.2500,15.0000,1798163096.4800
2022-07-29,sh.603313,12.0300,12.2800,1967280443.4600
2022-07-29,sh.603315,26.9500,26.6300,3179664529.3200
2022-07-29,sh.603316,6.2100,6.0300,1060773392.8900
2022-07-29,sh.603317,28.2800,24.8600,4354092766.3500
2022-07-29,sh.603318,7.7700,8.2000,1227555948.2900
2022-07-29,sh.603319,18.7300,20.1800,4615844670.7100
2022-07-29,sh.603320,12.0200,13.2500,536477205.4400
2022-07-29,sh.603321,6.5100,6.9500,290245686.1900
2022-07-29,sh.603322,21.2900,18.2700,1838164018.1400
2022-07-29,sh.603323,5.0900,5.3300,3055891123.0800
2022-07-29,sh.603324,41.3300,36.4600,871122126.6900
2022-07-29,sh.603326,7.8300,7.8900,136800976.5100
2022-07-29,sh.603327,13.8000,19.0600,2494444760.3900
2022-07-29,sh.603328,6.3600,6.9700,1243258803.7300
2022-07-29,sh.603329,16.2200,17.7500,3283128789.0100
2022-07-29,sh.603330,12.0100,13.4900,2226188227.4900
2022-07-29,sh.603331,12.2300,11.9600,307891322.3500
2022-07-29,sh.603332,23.1900,13.1000,2554353556.9200
2022-07-29,sh.603333,6.1200,6.6900,2771112443.4000
2022-07-29,sh.603335,6.0800,7.3200,3382029023.7700
2022-07-29,sh.603336,6.4000,6.3600,957093410.6500
2022-07-29,sh.603337,21.3500,21.4000,734187376.6900
2022-07-29,sh.603338,50.7900,42.7500,5554131057.9200
2022-07-29,sh.603339,11.4400,13.3300,1587544315.7300
2022-07-29,sh.603345,166.9900,147.0400,7049626572.6500
2022-07-29,sh.603348,53.3000,91.9000,8741772386.3600
2022-07-29,sh.603351,23.4900,20.7900,571019103.3300
2022-07-29,sh.603353,19.6200,18.9500,366845585.4900
2022-07-29,sh.603355,25.2400,30.9400,2463896803.9000
2022-07-29,sh.603356,12.8800,16.4800,1049186173.5300
2022-07-29,sh.603357,11.5600,10.6400,3011013784.3700
2022-07-29,sh.603358,19.5500,19.1400,1457099620.4800
2022-07-29,sh.603359,11.9500,12.2300,1567500287.0600
2022-07-29,sh.603360,14.0500,14.8900,1017376300.8000
2022-07-29,sh.603363,18.6200,22.9200,17015479645.8400
2022-07-29,sh.603365,14.9300,14.3400,356399194.4500
2022-07-29,sh.603366,4.6100,6.7900,2623286228.5300
2022-07-29,sh.603367,11.8800,11.9300,345295370.8900
2022-07-29,sh.603368,17.1400,16.7000,2726582200.5700
2022-07-29,sh.603369,50.8800,43.7700,8898389433.3000
2022-07-29,sh.603377,6.0000,6.4200,1032230328.7600
2022-07-29,sh.603378,11.6600,10.1400,1104970380.9100
2022-07-29,sh.603379,22.2800,30.4300,6681023446.2900
2022-07-29,sh.603380,39.0000,34.5900,478451318.8600
2022-07-29,sh.603383,24.7000,23.9100,884406979.6500
2022-07-29,sh.603385,7.5600,7.3600,265073189.2800
2022-07-29,sh.603386,15.8900,12.9500,2561980288.5300
2022-07-29,sh.603387,14.4200,13.9700,3080443733.5400
2022-07-29,sh.603388,7.7700,7.8000,1714721451.3400
2022-07-29,sh.603389,5.4800,5.4500,353221285.1600
2022-07-29,sh.603390,8.1700,8.4600,611901348.3200
2022-07-29,sh.603392,156.4400,135.3400,8135045371.4300
2022-07-29,sh.603393,21.1600,22.6300,3054442993.7500
2022-07-29,sh.603396,90.0000,115.2000,16885647086.3900
2022-07-29,sh.603398,28.0500,32.4600,4823978746.8200
2022-07-29,sh.603399,24.8200,21.4000,8793762338.9900
2022-07-29,sh.603408,11.7700,11.5400,190811411.2300
2022-07-29,sh.603416,40.2300,45.6700,2861639060.7000
2022-07-29,sh.603421,7.3200,8.9000,3014523217.2200
2022-07-29,sh.603429,12.8600,13.5800,1931480076.0500
2022-07-29,sh.603439,13.2200,13.2800,2103446822.8200
2022-07-29,sh.603444,391.0000,355.0000,3207868463.5500
2022-07-29,sh.603456,51.5800,46.8500,6349435870.8000
2022-07-29,sh.603458,10.2500,10.9000,1900613670.8600
2022-07-29,sh.603466,19.2500,12.1200,2687806674.8600
2022-07-29,sh.603477,24.1800,32.5800,15350591329.7200
2022-07-29,sh.603486,121.6800,92.5100,8452384208.3800
2022-07-29,sh.603488,7.1400,7.5000,353409235.0600
2022-07-29,sh.603489,194.8500,175.0000,783314483.1000
2022-07-29,sh.603496,12.1000,12.7500,1822708541.0000
2022-07-29,sh.603499,7.8800,8.1900,244977638.3500
2022-07-29,sh.603500,14.7900,15.4100,1228461790.8200
2022-07-29,sh.603501,173.0300,105.1900,41756090386.8800
2022-07-29,sh.603505,41.1900,37.3800,6072288269.8000
2022-07-29,sh.603506,14.0300,13.3800,307957256.5800
2022-07-29,sh.603507,32.8000,36.2500,5347865571.4000
2022-07-29,sh.603508,13.3700,13.3700,425723752.3800
2022-07-29,sh.603511,17.4100,17.4000,494105996.7800
2022-07-29,sh.603515,17.4500,16.6300,370085152.5900
2022-07-29,sh.603516,12.1900,14.1500,807719793.7200
2022-07-29,sh.603517,57.5000,52.3000,7371830151.3400
2022-07-29,sh.603518,7.9900,7.9600,999867818.5200
2022-07-29,sh.603519,11.4900,13.5600,1016267185.5900
2022-07-29,sh.603520,28.0000,21.8800,6986800207.7900
2022-07-29,sh.603527,12.2100,21.8400,4750107307.3300
2022-07-29,sh.603528,6.0100,6.3000,473527084.1900
2022-07-29,sh.603529,52.2600,63.6900,6041053198.0300
2022-07-29,sh.603530,16.0400,16.1800,4387460235.3100
2022-07-29,sh.603533,16.0900,15.5500,1091397944.2100
2022-07-29,sh.603535,30.8100,23.0200,1087120691.4500
2022-07-29,sh.603536,7.4400,6.9200,729539469.0700
2022-07-29,sh.603538,32.0000,28.0600,6680569223.1300
2022-07-29,sh.603551,9.0200,8.2000,555291944.5600
2022-07-29,sh.603555,3.9500,3.9600,2411203776.0600
2022-07-29,sh.603556,15.2400,16.2800,2462255280.4400
2022-07-29,sh.603557,3.6200,3.6600,259928629.1600
2022-07-29,sh.603558,12.2200,10.7600,1221323189.1900
2022-07-29,sh.603559,11.1100,11.2600,575284455.7300
2022-07-29,sh.603565,16.0000,17.3900,2373567318.9000
2022-07-29,sh.603566,26.7000,27.9100,2011740750.4500
2022-07-29,sh.603567,11.8700,11.3900,638415131.4300
2022-07-29,sh.603568,34.2500,29.3800,6509764969.6200
2022-07-29,sh.603569,8.2500,8.0700,585686174.7100
2022-07-29,sh.603577,11.0300,12.1600,773074123.0900
2022-07-29,sh.603578,13.1800,13.4800,723305894.2200
2022-07-29,sh.603579,24.9900,24.0300,265918683.4300
2022-07-29,sh.603580,10.8400,12.9500,551010110.8200
2022-07-29,sh.603583,33.4000,32.9200,1699113127.3700
2022-07-29,sh.603585,19.4500,19.2900,988622557.3100
2022-07-29,sh.603586,12.9000,15.5300,1782683958.5900
2022-07-29,sh.603587,15.8300,14.1300,574231645.0600
2022-07-29,sh.603588,11.6600,13.0400,3330539851.5800
2022-07-29,sh.603589,58.6100,50.1100,6894854681.4200
2022-07-29,sh.603590,26.9900,26.0500,811811964.7700
2022-07-29,sh.603595,41.3000,51.9600,7459413229.0600
2022-07-29,sh.603596,81.0400,105.7200,9876181312.9500
2022-07-29,sh.603598,9.1700,8.4300,1074558331.4300
2022-07-29,sh.603599,28.2500,26.4000,4077967621.0900
2022-07-29,sh.603600,9.1100,9.1500,548154526.3700
2022-07-29,sh.603601,6.3600,6.4600,561557360.9600
2022-07-29,sh.603602,9.9600,9.7500,671527246.7100
2022-07-29,sh.603603,6.3400,9.3000,1707475049.9600
2022-07-29,sh.603605,165.0000,176.2600,5761689974.7900
2022-07-29,sh.603606,75.7400,79.9900,20614843310.4500
2022-07-29,sh.603607,13.2000,14.7000,677736098.1400
2022-07-29,sh.603608,4.6400,4.6500,319273454.2800
2022-07-29,sh.603609,9.6700,10.4700,1925025544.5500
2022-07-29,sh.603610,13.4800,12.8500,711082857.0600
2022-07-29,sh.603611,17.2600,18.9100,1335924351.1600
2022-07-29,sh.603612,36.8500,38.3700,17221735189.7900
2022-07-29,sh.603613,89.0000,91.8100,5667542168.7400
2022-07-29,sh.603615,7.6500,7.6300,135553565.7200
2022-07-29,sh.603616,7.1700,6.1200,1870403914.4900
2022-07-29,sh.603617,9.8000,10.3300,2893698802.2300
2022-07-29,sh.603618,6.1600,6.7300,1463907916.5300
2022-07-29,sh.603619,20.0200,19.9900,4080991010.6200
2022-07-29,sh.603626,7.4100,7.8300,3227000926.1400
2022-07-29,sh.603628,13.2600,14.2500,2482930042.9500
2022-07-29,sh.603629,15.9900,19.3100,1614439480.8900
2022-07-29,sh.603630,13.9000,14.2800,911240421.4100
2022-07-29,sh.603633,14.5500,15.0100,2024691953.6200
2022-07-29,sh.603636,12.1400,14.6000,6532223009.4100
2022-07-29,sh.603637,8.4700,8.6600,733420237.2800
2022-07-29,sh.603638,20.6100,19.1400,1737018016.7600
2022-07-29,sh.603639,20.8800,19.9000,437742826.3900
2022-07-29,sh.603648,9.3600,9.5400,1542026207.8600
2022-07-29,sh.603650,32.5800,28.9000,3349751499.9700
2022-07-29,sh.603655,18.7700,19.4700,644765241.7400
2022-07-29,sh.603656,14.0000,15.7200,3624756058.6500
2022-07-29,sh.603657,14.9000,14.8000,436043664.4300
2022-07-29,sh.603658,48.8900,45.7700,2985569614.8800
2022-07-29,sh.603659,84.5000,70.8400,17567211231.2000
2022-07-29,sh.603660,5.7900,5.5600,561623090.8100
2022-07-29,sh.603661,42.6200,28.3700,539046387.2600
2022-07-29,sh.603662,19.8800,16.9900,1139184914.0400
2022-07-29,sh.603663,22.0300,17.3700,4404454827.2200
2022-07-29,sh.603665,51.7000,47.7400,1018134916.2500
2022-07-29,sh.603666,68.5900,71.4700,4696930749.4200
2022-07-29,sh.603667,16.1300,19.1600,3814144680.1000
2022-07-29,sh.603668,20.7000,21.3500,4129757965.7600
2022-07-29,sh.603669,6.5100,6.5700,1028262908.5500
2022-07-29,sh.603676,10.1000,13.1500,2471062758.2600
2022-07-29,sh.603677,12.2600,12.4100,607379649.7700
2022-07-29,sh.603678,47.2800,48.6900,8033841779.9900
2022-07-29,sh.603679,10.9800,12.5900,954343719.7700
2022-07-29,sh.603680,8.2000,7.9700,180225512.3200
2022-07-29,sh.603681,24.7000,30.2700,1872357865.3900
2022-07-29,sh.603682,5.7400,5.8400,423776251.5100
2022-07-29,sh.603683,9.7000,8.4900,608018360.4000
2022-07-29,sh.603685,10.3400,10.4500,160232601.5900
2022-07-29,sh.603686,9.9800,10.7900,1176929618.7100
2022-07-29,sh.603687,9.3200,10.7200,806654369.5400
2022-07-29,sh.603688,135.1000,146.2500,20077144292.9200
2022-07-29,sh.603689,7.1100,7.7700,712086277.7800
2022-07-29,sh.603690,40.4300,38.0900,7124839261.0200
2022-07-29,sh.603693,19.2200,15.5400,4371651796.9100
2022-07-29,sh.603696,10.1500,8.9100,966970632.4600
2022-07-29,sh.603697,13.4500,11.3900,457943502.9500
2022-07-29,sh.603698,13.0300,13.3200,642438615.3800
2022-07-29,sh.603699,8.4100,8.8300,688123997.6100
2022-07-29,sh.603700,14.5700,16.1600,893000925.3700
2022-07-29,sh.603701,8.7500,9.3100,639838427.7000
2022-07-29,sh.603703,17.5100,16.6100,2393259260.5900
2022-07-29,sh.603706,15.6400,17.0200,1411078277.3000
2022-07-29,sh.603707,28.3800,18.6800,1864400960.9200
2022-07-29,sh.603708,14.3700,12.2000,789628077.0600
2022-07-29,sh.603709,16.0000,16.5000,234626066.8900
2022-07-29,sh.603711,12.1900,12.5600,789431318.8700
2022-07-29,sh.603712,31.5200,30.8900,3137698071.0100
2022-07-29,sh.603713,136.7600,146.9000,3542083391.5800
2022-07-29,sh.603716,13.2600,12.9500,1140604965.7700
2022-07-29,sh.603717,8.5500,8.1500,1819338171.1700
2022-07-29,sh.603718,11.6500,11.2200,1533804483.4300
2022-07-29,sh.603719,28.6000,23.7700,1476153289.1200
2022-07-29,sh.603721,12.9300,13.1800,752927787.9800
2022-07-29,sh.603722,50.4700,48.9800,1181184239.2700
2022-07-29,sh.603725,7.0700,7.4600,350788868.1000
2022-07-29,sh.603726,12.0500,12.8100,455582983.1600
2022-07-29,sh.603727,11.6200,11.5800,728269402.1100
2022-07-29,sh.603728,20.7000,33.7000,4676855993.2000
2022-07-29,sh.603729,13.3900,14.1200,322540023.1400
2022-07-29,sh.603730,13.0500,15.9500,1122856744.4100
2022-07-29,sh.603733,26.7000,27.1100,1556318442.6700
2022-07-29,sh.603737,129.2200,106.0000,5317700780.2500
2022-07-29,sh.603738,31.0800,28.0000,5579546643.8600
2022-07-29,sh.603739,15.5200,15.6700,326049544.5600
2022-07-29,sh.603755,41.2500,36.1700,978438659.1500
2022-07-29,sh.603757,15.0300,17.6600,511274674.6500
2022-07-29,sh.603758,10.7500,11.8100,5364674231.4800
2022-07-29,sh.603759,10.1100,10.3000,667608272.8700
2022-07-29,sh.603766,4.6200,5.1500,1766566816.8600
2022-07-29,sh.603767,8.2600,8.8200,993134710.7900
2022-07-29,sh.603768,16.4600,18.8800,1043170812.2500
2022-07-29,sh.603773,15.9700,16.3600,423271128.9400
2022-07-29,sh.603776,15.5600,14.0800,594068523.7400
2022-07-29,sh.603777,14.1100,12.7900,1587841411.7900
2022-07-29,sh.603778,4.4500,3.4600,2430353886.5100
2022-07-29,sh.603779,6.8300,6.5500,699185895.1000
2022-07-29,sh.603786,61.4000,71.3200,1368987229.6800
2022-07-29,sh.603787,14.8600,19.5900,2254418650.0900
2022-07-29,sh.603788,12.5000,13.9500,761517146.1600
2022-07-29,sh.603789,8.8700,8.5400,354155818.9500
2022-07-29,sh.603790,10.4900,10.5200,343886055.3300
2022-07-29,sh.603797,5.7800,6.2800,1131145026.6800
2022-07-29,sh.603798,10.1000,10.4700,375800716.1600
2022-07-29,sh.603799,95.5100,84.3700,52331992978.7900
2022-07-29,sh.603800,25.6400,27.4600,665131742.5400
2022-07-29,sh.603801,27.1700,21.3700,1525429362.9900
2022-07-29,sh.603803,7.7200,8.0100,1200056692.3000
2022-07-29,sh.603806,65.6000,69.7300,16858966401.8400
2022-07-29,sh.603808,9.6800,9.3200,632867295.3800
2022-07-29,sh.603809,13.2300,14.4100,994574254.8200
2022-07-29,sh.603810,12.9800,13.1800,447818192.8400
2022-07-29,sh.603811,13.3300,13.2700,763116021.4000
2022-07-29,sh.603813,15.1800,16.6200,414552342.2500
2022-07-29,sh.603815,9.0300,8.0100,2180561932.3300
2022-07-29,sh.603816,57.4500,46.1500,4799894692.5600
2022-07-29,sh.603817,7.7000,7.4000,2071137338.0400
2022-07-29,sh.603818,9.5600,7.9700,1052552804.7800
2022-07-29,sh.603819,17.5300,17.9400,1330178470.3900
2022-07-29,sh.603822,47.2900,48.6500,991528688.0200
2022-07-29,sh.603823,13.2500,14.5200,534116601.1400
2022-07-29,sh.603825,17.2200,16.7200,1805381450.3400
2022-07-29,sh.603826,58.8300,65.0100,1994587535.7400
2022-07-29,sh.603828,3.4500,3.4900,406119660.1700
2022-07-29,sh.603829,10.4500,11.3100,361492625.0900
2022-07-29,sh.603833,151.3700,120.4200,5012798603.3700
2022-07-29,sh.603836,18.3200,17.9600,635970587.2300
2022-07-29,sh.603838,6.1500,6.1500,210167327.3200
2022-07-29,sh.603839,7.0100,6.9900,154040236.9000
2022-07-29,sh.603843,4.9000,4.5900,1754222851.4500
2022-07-29,sh.603848,17.1600,16.4000,1181064449.7600
2022-07-29,sh.603855,25.4900,24.9500,809595075.4300
2022-07-29,sh.603856,13.5100,13.8300,826789711.3600
2022-07-29,sh.603858,19.7800,18.9300,3234039455.4000
2022-07-29,sh.603859,30.8200,32.2300,1145048352.1900
2022-07-29,sh.603860,21.6100,23.0700,204313326.6000
2022-07-29,sh.603861,8.1100,8.6300,1480280508.4200
2022-07-29,sh.603863,8.7700,9.3300,940465161.3100
2022-07-29,sh.603866,16.6500,14.0300,2650879633.2500
2022-07-29,sh.603867,34.0400,30.8600,3952464471.1900
2022-07-29,sh.603868,76.5600,79.0000,2806842967.6400
2022-07-29,sh.603869,8.1500,9.0200,1703023654.2800
2022-07-29,sh.603871,18.5000,19.0400,3000436700.4400
2022-07-29,sh.603876,45.0800,71.0000,14406280923.3200
2022-07-29,sh.603877,20.3000,20.0000,1101637758.9000
2022-07-29,sh.603878,6.3500,7.1500,499563736.4200
2022-07-29,sh.603879,6.8600,6.7100,305297565.1800
2022-07-29,sh.603880,5.8600,6.1200,270992786.2300
2022-07-29,sh.603881,27.0100,26.1100,3280958115.9900
2022-07-29,sh.603882,83.4800,69.6300,6397645356.3300
2022-07-29,sh.603883,33.8100,33.2000,1571030367.7400
2022-07-29,sh.603885,17.9700,14.8800,3511593559.7200
2022-07-29,sh.603886,17.6300,16.0900,356529951.5400
2022-07-29,sh.603887,7.8300,7.5200,905976592.7400
2022-07-29,sh.603888,17.2000,16.8100,858403723.7900
2022-07-29,sh.603889,6.3600,6.1300,791590913.8000
2022-07-29,sh.603890,9.8700,10.6700,1207345963.3000
2022-07-29,sh.603893,94.1300,94.3100,8729986207.9700
2022-07-29,sh.603895,28.1800,30.5000,1028948115.2000
2022-07-29,sh.603896,38.9400,36.7000,2124293430.9500
2022-07-29,sh.603897,31.1500,36.3000,6783987575.3400
2022-07-29,sh.603898,10.3100,10.9900,355965881.9500
2022-07-29,sh.603899,56.1400,45.4100,3756482789.3000
2022-07-29,sh.603900,7.3200,7.0800,261086498.3600
2022-07-29,sh.603901,13.4500,14.2700,1218080025.4200
2022-07-29,sh.603903,9.8600,10.2700,617834736.2900
2022-07-29,sh.603906,37.0100,35.5500,8330268499.4300
2022-07-29,sh.603908,93.8800,94.9500,2141400935.5400
2022-07-29,sh.603909,13.8000,13.4200,248071152.5600
2022-07-29,sh.603912,11.5400,11.5800,1252350777.1100
2022-07-29,sh.603915,20.9800,21.8900,2916852089.0900
2022-07-29,sh.603916,25.6200,20.8300,1965890618.6300
2022-07-29,sh.603917,23.0800,44.8300,7937612003.8300
2022-07-29,sh.603918,8.1600,7.5800,1299598476.6200
2022-07-29,sh.603919,33.9900,29.9500,2605363150.5800
2022-07-29,sh.603920,17.2800,17.5300,3726205381.2800
2022-07-29,sh.603922,22.4300,23.8700,826980849.5700
2022-07-29,sh.603926,10.3300,10.5700,425216775.3100
2022-07-29,sh.603927,23.4100,23.3600,1894083339.6000
2022-07-29,sh.603928,13.1300,12.6800,880549458.7900
2022-07-29,sh.603929,10.7800,11.7000,1401976863.3800
2022-07-29,sh.603931,20.0300,19.9400,570531354.7500
2022-07-29,sh.603933,10.9700,11.7200,325628296.3700
2022-07-29,sh.603936,13.6000,14.4100,5208566877.2700
2022-07-29,sh.603937,11.3400,13.8000,2316145939.0400
2022-07-29,sh.603938,49.6000,46.3800,7552506358.4700
2022-07-29,sh.603939,52.5300,51.7300,2460857554.1200
2022-07-29,sh.603948,28.2200,25.8600,1532270262.3400
2022-07-29,sh.603949,27.6500,29.9900,1497963196.5800
2022-07-29,sh.603950,14.2400,15.3900,760372263.2200
2022-07-29,sh.603955,12.2200,20.2000,1921356382.2200
2022-07-29,sh.603956,10.8100,10.5100,240365089.3000
2022-07-29,sh.603958,6.1200,6.3400,150475157.9200
2022-07-29,sh.603959,12.3000,15.8200,2197945467.8200
2022-07-29,sh.603960,20.4100,23.3100,3206111867.2100
2022-07-29,sh.603963,15.9000,15.8700,6363266167.8600
2022-07-29,sh.603966,10.3300,12.1200,1146770242.8300
2022-07-29,sh.603967,9.9500,9.9300,563130582.8000
2022-07-29,sh.603968,20.6900,24.4000,2112217747.2300
2022-07-29,sh.603969,4.2300,5.4100,7310367102.8400
2022-07-29,sh.603970,30.7000,32.3000,1074297906.7700
2022-07-29,sh.603976,24.6900,24.3900,792567126.3000
2022-07-29,sh.603977,8.6800,8.8400,1397397583.8600
2022-07-29,sh.603978,21.4100,28.7400,6534979715.8100
2022-07-29,sh.603979,19.3100,19.6900,1751486193.3700
2022-07-29,sh.603980,5.2700,5.2600,346266181.9800
2022-07-29,sh.603982,24.3000,32.0000,7069074663.5500
2022-07-29,sh.603983,26.9000,25.3200,704076994.3900
2022-07-29,sh.603985,27.6000,33.5500,10278163065.9900
2022-07-29,sh.603986,141.3500,118.2700,32425296390.7500
2022-07-29,sh.603987,19.8400,17.5000,1893286435.4300
2022-07-29,sh.603988,10.9600,12.0300,2376060788.2100
2022-07-29,sh.603989,28.4500,25.7800,1733246814.2200
2022-07-29,sh.603990,18.8000,26.4500,5385398698.1700
2022-07-29,sh.603991,44.6200,40.2100,222086618.5000
2022-07-29,sh.603992,16.2900,15.9000,517141530.9500
2022-07-29,sh.603993,5.8000,5.3900,28003960654.4100
2022-07-29,sh.603995,33.7400,36.5300,1286829237.7400
2022-07-29,sh.603997,10.8700,15.8100,6562167320.7600
2022-07-29,sh.603998,6.6200,6.7000,1731318197.0300
2022-07-29,sh.603999,5.3000,5.1400,351875219.8600
2022-07-29,sh.605001,6.4500,6.6700,307409517.8800
2022-07-29,sh.605003,23.0700,21.3000,341116030.3100
2022-07-29,sh.605005,17.3400,20.0900,438679452.6600
2022-07-29,sh.605006,11.4500,10.5200,935394752.9600
2022-07-29,sh.605007,19.2000,18.3600,1393559744.7400
2022-07-29,sh.605008,14.0200,17.5700,1372696995.1500
2022-07-29,sh.605009,39.1900,41.0100,941742248.6600
2022-07-29,sh.605011,16.2500,17.4100,1943350804.3200
2022-07-29,sh.605016,31.5000,29.0800,1856437800.8200
2022-07-29,sh.605018,15.7100,16.5000,1201141374.5600
2022-07-29,sh.605020,24.2100,31.8800,3815763589.6300
2022-07-29,sh.605028,19.9300,20.2100,1761397466.6400
2022-07-29,sh.605033,23.1100,21.0200,1966366871.9200
2022-07-29,sh.605050,14.0400,18.7300,4529701163.9400
2022-07-29,sh.605055,6.7000,6.7800,378088134.8000
2022-07-29,sh.605056,15.3000,15.6200,1789307732.9800
2022-07-29,sh.605058,19.5400,20.3800,248208856.6800
2022-07-29,sh.605060,18.1400,20.3800,469438842.2800
2022-07-29,sh.605066,9.1200,9.4000,1954137030.9500
2022-07-29,sh.605068,23.6800,31.5600,1711758637.8600
2022-07-29,sh.605069,15.3800,14.7500,582951664.0000
2022-07-29,sh.605077,22.2100,24.6800,894199031.9700
2022-07-29,sh.605080,63.8900,57.4300,675934418.7800
2022-07-29,sh.605081,17.1600,17.5700,360379238.3400
2022-07-29,sh.605086,20.2100,20.2700,305072054.4200
2022-07-29,sh.605088,13.4800,21.4500,3182810380.6700
2022-07-29,sh.605089,69.2000,58.1800,1836272660.1800
2022-07-29,sh.605090,20.2800,22.6200,3278680252.7600
2022-07-29,sh.605098,27.8300,25.0700,538616498.7800
2022-07-29,sh.605099,26.7800,24.3500,674954182.0900
2022-07-29,sh.605100,14.4400,14.4200,312172779.3400
2022-07-29,sh.605108,23.8500,19.9900,2429499764.3000
2022-07-29,sh.605111,126.2600,125.5800,23995024988.5100
2022-07-29,sh.605116,21.7900,24.3000,929205529.2800
2022-07-29,sh.605117,278.0000,334.1100,17877597527.3300
2022-07-29,sh.605118,14.1400,14.2900,619865352.7800
2022-07-29,sh.605122,18.0000,18.6100,888139837.9300
2022-07-29,sh.605123,140.6800,130.6300,3619536821.8200
2022-07-29,sh.605128,37.0000,58.1600,3570197202.1600
2022-07-29,sh.605133,22.7600,34.3000,3814509413.8600
2022-07-29,sh.605136,15.7000,14.3600,704645379.4900
2022-07-29,sh.605138,12.5800,11.7900,1806456792.0900
2022-07-29,sh.605151,17.8800,18.6600,1079813159.8700
2022-07-29,sh.605155,14.8100,14.7000,316386656.0300
2022-07-29,sh.605158,6.4600,6.7100,242585029.3000
2022-07-29,sh.605162,9.0700,10.8500,2949356489.3600
2022-07-29,sh.605166,12.7000,14.1000,1544265590.5400
2022-07-29,sh.605167,7.9500,8.2500,407832923.1800
2022-07-29,sh.605168,108.1300,97.8800,2842472078.1200
2022-07-29,sh.605169,11.2900,14.1200,1837850081.9300
2022-07-29,sh.605177,20.8500,21.2000,444110299.1600
2022-07-29,sh.605178,23.0400,22.5600,1133419223.3200
2022-07-29,sh.605179,15.3200,10.9800,1388325419.5600
2022-07-29,sh.605180,17.3400,17.6200,1035244896.6700
2022-07-29,sh.605183,19.3300,19.7100,914329314.9200
2022-07-29,sh.605186,30.7000,31.3600,727439835.4900
2022-07-29,sh.605188,7.1900,7.5600,275832817.0000
2022-07-29,sh.605189,20.0100,19.5900,387293518.2800
2022-07-29,sh.605196,7.8900,8.3900,2972299413.2900
2022-07-29,sh.605198,18.1800,21.6000,875985642.4600
2022-07-29,sh.605199,17.6500,16.7100,1218390374.5700
2022-07-29,sh.605208,16.1100,20.9200,6799360246.8700
2022-07-29,sh.605218,12.5400,13.1500,396023078.6700
2022-07-29,sh.605222,22.7600,23.9200,1949209349.7100
2022-07-29,sh.605228,7.7300,8.3900,404882895.6700
2022-07-29,sh.605255,16.4000,16.0700,754758352.9400
2022-07-29,sh.605258,24.1400,26.0600,1034959132.5300
2022-07-29,sh.605259,28.5600,28.9400,300168602.7600
2022-07-29,sh.605266,46.7700,45.3300,468517563.2200
